DATE,MinTemp,MaxTemp,AvgTemp,Sunrise,Sunset
2017-09-30,36.0,51.0,44.0,613,1811
2017-10-01,37.0,53.0,45.0,613,1811
2017-10-02,38.0,54.0,46.0,613,1810
2017-10-03,39.0,56.0,48.0,614,1809
2017-10-04,40.0,60.0,50.0,614,1808
2017-10-05,42.0,60.0,51.0,614,1807
2017-10-06,43.0,58.0,51.0,614,1806
2017-10-07,41.0,55.0,48.0,615,1805
2017-10-08,42.0,58.0,50.0,615,1805
2017-10-09,48.0,59.0,54.0,615,1804
2017-10-10,44.0,59.0,52.0,615,1803
2017-10-11,44.0,57.0,51.0,616,1802
2017-10-12,41.0,57.0,49.0,616,1801
2017-10-13,39.0,53.0,46.0,616,1801
2017-10-14,37.0,54.0,46.0,616,1800
2017-10-15,39.0,51.0,45.0,617,1759
2017-10-16,38.0,57.0,48.0,617,1758
2017-10-17,40.0,57.0,49.0,617,1758
2017-10-18,44.0,60.0,52.0,618,1757
2017-10-19,42.0,59.0,51.0,618,1756
2017-10-20,39.0,54.0,47.0,618,1755
2017-10-21,39.0,57.0,48.0,619,1755
2017-10-22,38.0,53.0,46.0,619,1754
2017-10-23,38.0,55.0,47.0,620,1753
2017-10-24,44.0,54.0,49.0,620,1753
2017-10-25,44.0,52.0,48.0,620,1752
2017-10-26,42.0,60.0,51.0,621,1752
2017-10-27,40.0,60.0,50.0,621,1751
2017-10-28,42.0,59.0,51.0,622,1750
2017-10-29,40.0,55.0,48.0,622,1750
2017-10-30,39.0,53.0,46.0,622,1749
2017-10-31,37.0,51.0,44.0,623,1749
2017-11-01,37.0,54.0,46.0,623,1748
2017-11-02,37.0,56.0,47.0,624,1748
2017-11-03,41.0,57.0,49.0,624,1747
2017-11-04,41.0,55.0,48.0,625,1747
2017-11-05,41.0,58.0,50.0,625,1746
2017-11-06,44.0,61.0,53.0,626,1746
2017-11-07,42.0,62.0,52.0,626,1746
2017-11-08,42.0,60.0,51.0,627,1745
2017-11-09,40.0,58.0,49.0,627,1745
2017-11-10,39.0,57.0,48.0,628,1745
2017-11-11,39.0,53.0,46.0,628,1744
2017-11-12,36.0,47.0,42.0,629,1744
2017-11-13,35.0,49.0,42.0,629,1744
2017-11-14,36.0,50.0,43.0,630,1743
2017-11-15,36.0,50.0,43.0,630,1743
2017-11-16,34.0,48.0,41.0,631,1743
2017-11-17,35.0,51.0,43.0,632,1743
2017-11-18,36.0,50.0,43.0,632,1743
2017-11-19,36.0,47.0,42.0,633,1743
2017-11-20,34.0,50.0,42.0,633,1742
2017-11-21,34.0,48.0,41.0,634,1742
2017-11-22,33.0,48.0,41.0,635,1742
2017-11-23,31.0,47.0,39.0,635,1742
2017-11-24,35.0,50.0,43.0,636,1742
2017-11-25,33.0,47.0,40.0,636,1742
2017-11-26,33.0,48.0,41.0,637,1742
2017-11-27,35.0,45.0,40.0,638,1742
2017-11-28,40.0,47.0,44.0,638,1742
2017-11-29,39.0,49.0,44.0,639,1742
2017-11-30,39.0,47.0,43.0,640,1742
2017-12-01,39.0,49.0,44.0,640,1743
2017-12-02,34.0,46.0,40.0,641,1743
2017-12-03,35.0,50.0,43.0,641,1743
2017-12-04,36.0,53.0,45.0,642,1743
2017-12-05,32.0,49.0,41.0,643,1743
2017-12-06,33.0,47.0,40.0,643,1743
2017-12-07,34.0,50.0,42.0,644,1744
2017-12-08,33.0,53.0,43.0,645,1744
2017-12-09,37.0,58.0,48.0,645,1744
2017-12-10,35.0,52.0,44.0,646,1745
2017-12-11,34.0,54.0,44.0,646,1745
2017-12-12,35.0,56.0,46.0,647,1745
2017-12-13,32.0,45.0,39.0,648,1746
2017-12-14,30.0,45.0,38.0,648,1746
2017-12-15,31.0,44.0,38.0,649,1746
2017-12-16,32.0,49.0,41.0,649,1747
2017-12-17,36.0,52.0,44.0,650,1747
2017-12-18,36.0,49.0,43.0,650,1748
2017-12-19,35.0,43.0,39.0,651,1748
2017-12-20,33.0,38.0,36.0,651,1749
2017-12-21,32.0,39.0,36.0,652,1749
2017-12-22,31.0,49.0,40.0,652,1750
2017-12-23,36.0,50.0,43.0,653,1750
2017-12-24,36.0,54.0,45.0,653,1751
2017-12-25,34.0,50.0,42.0,654,1751
2017-12-26,35.0,53.0,44.0,654,1752
2017-12-27,37.0,53.0,45.0,655,1752
2017-12-28,36.0,49.0,43.0,655,1753
2017-12-29,33.0,52.0,43.0,655,1753
2017-12-30,36.0,52.0,44.0,656,1754
2017-12-31,34.0,54.0,44.0,656,1755
2018-01-01,35.0,52.0,44.0,657,1756
2018-01-02,32.0,56.0,44.0,657,1756
2018-01-03,35.0,49.0,42.0,657,1757
2018-01-04,39.0,55.0,47.0,658,1757
2018-01-05,38.0,55.0,47.0,658,1758
2018-01-06,39.0,58.0,49.0,658,1759
2018-01-07,38.0,54.0,46.0,658,1759
2018-01-08,40.0,53.0,47.0,659,1800
2018-01-09,34.0,50.0,42.0,659,1801
2018-01-10,31.0,47.0,39.0,659,1801
2018-01-11,31.0,46.0,39.0,659,1802
2018-01-12,32.0,52.0,42.0,659,1803
2018-01-13,37.0,53.0,45.0,659,1803
2018-01-14,37.0,54.0,46.0,659,1804
2018-01-15,36.0,54.0,45.0,659,1804
2018-01-16,38.0,55.0,47.0,700,1805
2018-01-17,37.0,57.0,47.0,700,1806
2018-01-18,36.0,54.0,45.0,700,1806
2018-01-19,37.0,54.0,46.0,700,1807
2018-01-20,33.0,50.0,42.0,659,1808
2018-01-21,34.0,48.0,41.0,659,1808
2018-01-22,33.0,48.0,41.0,659,1809
2018-01-23,33.0,47.0,40.0,659,1810
2018-01-24,34.0,47.0,41.0,659,1810
2018-01-25,34.0,46.0,40.0,659,1811
2018-01-26,34.0,43.0,39.0,659,1811
2018-01-27,35.0,43.0,39.0,659,1812
2018-01-28,33.0,43.0,38.0,658,1813
2018-01-29,31.0,46.0,39.0,658,1813
2018-01-30,34.0,50.0,42.0,658,1814
2018-01-31,33.0,46.0,40.0,658,1814
2018-02-01,35.0,51.0,43.0,657,1815
2018-02-02,37.0,50.0,44.0,657,1816
2018-02-03,37.0,50.0,44.0,657,1816
2018-02-04,34.0,49.0,42.0,656,1817
2018-02-05,32.0,48.0,40.0,656,1817
2018-02-06,31.0,41.0,36.0,655,1818
2018-02-07,28.0,42.0,35.0,655,1818
2018-02-08,30.0,45.0,38.0,655,1819
2018-02-09,29.0,45.0,37.0,654,1819
2018-02-10,31.0,46.0,39.0,654,1820
2018-02-11,35.0,49.0,42.0,653,1820
2018-02-12,36.0,52.0,44.0,653,1821
2018-02-13,40.0,55.0,48.0,652,1821
2018-02-14,41.0,55.0,48.0,652,1822
2018-02-15,39.0,56.0,48.0,651,1822
2018-02-16,38.0,55.0,47.0,651,1823
2018-02-17,34.0,42.0,38.0,650,1823
2018-02-18,33.0,47.0,40.0,649,1823
2018-02-19,31.0,43.0,37.0,649,1824
2018-02-20,31.0,47.0,39.0,648,1824
2018-02-21,38.0,43.0,41.0,647,1825
2018-02-22,35.0,41.0,38.0,647,1825
2018-02-23,35.0,45.0,40.0,646,1825
2018-02-24,37.0,49.0,43.0,646,1826
2018-02-25,38.0,46.0,42.0,645,1826
2018-02-26,37.0,49.0,43.0,644,1827
2018-02-27,36.0,51.0,44.0,643,1827
2018-02-28,39.0,56.0,48.0,643,1827
2018-03-01,40.0,53.0,47.0,642,1828
2018-03-02,40.0,54.0,47.0,641,1828
2018-03-03,40.0,52.0,46.0,640,1828
2018-03-04,38.0,54.0,46.0,640,1829
2018-03-05,34.0,46.0,40.0,639,1829
2018-03-06,31.0,46.0,39.0,638,1829
2018-03-07,30.0,44.0,37.0,637,1830
2018-03-08,31.0,44.0,38.0,637,1830
2018-03-09,33.0,46.0,40.0,636,1830
2018-03-10,35.0,49.0,42.0,635,1831
2018-03-11,35.0,52.0,44.0,634,1831
2018-03-12,39.0,44.0,42.0,633,1831
2018-03-13,38.0,44.0,41.0,632,1832
2018-03-14,39.0,48.0,44.0,632,1832
2018-03-15,36.0,47.0,42.0,631,1832
2018-03-16,36.0,47.0,42.0,630,1832
2018-03-17,38.0,49.0,44.0,629,1833
2018-03-18,36.0,52.0,44.0,628,1833
2018-03-19,35.0,48.0,42.0,627,1833
2018-03-20,35.0,45.0,40.0,626,1833
2018-03-21,37.0,46.0,42.0,626,1834
2018-03-22,36.0,45.0,41.0,625,1834
2018-03-23,38.0,50.0,44.0,624,1834
2018-03-24,33.0,42.0,38.0,623,1834
2018-03-25,35.0,49.0,42.0,622,1835
2018-03-26,34.0,45.0,40.0,621,1835
2018-03-27,33.0,53.0,43.0,620,1835
2018-03-28,35.0,55.0,45.0,620,1835
2018-03-29,35.0,52.0,44.0,619,1836
2018-03-30,33.0,53.0,43.0,618,1836
2018-03-31,34.0,47.0,41.0,617,1836
2018-04-01,34.0,52.0,43.0,616,1836
2018-04-02,41.0,53.0,47.0,615,1837
2018-04-03,41.0,51.0,46.0,614,1837
2018-04-04,44.0,58.0,51.0,614,1837
2018-04-05,42.0,55.0,49.0,613,1838
2018-04-06,41.0,54.0,48.0,612,1838
2018-04-07,40.0,48.0,44.0,611,1838
2018-04-08,38.0,50.0,44.0,610,1838
2018-04-09,39.0,47.0,43.0,610,1839
2018-04-10,39.0,53.0,46.0,609,1839
2018-04-11,37.0,54.0,46.0,608,1839
2018-04-12,37.0,53.0,45.0,607,1839
2018-04-13,34.0,49.0,42.0,606,1840
2018-04-14,34.0,51.0,43.0,606,1840
2018-04-15,35.0,47.0,41.0,605,1840
2018-04-16,39.0,49.0,44.0,604,1841
2018-04-17,37.0,53.0,45.0,603,1841
2018-04-18,38.0,57.0,48.0,602,1841
2018-04-19,37.0,49.0,43.0,602,1841
2018-04-20,35.0,42.0,39.0,601,1842
2018-04-21,37.0,51.0,44.0,600,1842
2018-04-22,37.0,58.0,48.0,600,1842
2018-04-23,40.0,60.0,50.0,559,1843
2018-04-24,38.0,56.0,47.0,558,1843
2018-04-25,35.0,50.0,43.0,558,1843
2018-04-26,37.0,51.0,44.0,557,1844
2018-04-27,37.0,53.0,45.0,556,1844
2018-04-28,38.0,53.0,46.0,556,1844
2018-04-29,40.0,59.0,50.0,555,1845
2018-04-30,43.0,53.0,48.0,554,1845
2018-05-01,43.0,54.0,49.0,554,1845
2018-05-02,42.0,50.0,46.0,553,1846
2018-05-03,41.0,54.0,48.0,553,1846
2018-05-04,38.0,54.0,46.0,552,1846
2018-05-05,38.0,57.0,48.0,552,1847
2018-05-06,42.0,54.0,48.0,551,1847
2018-05-07,42.0,55.0,49.0,550,1847
2018-05-08,42.0,55.0,49.0,550,1848
2018-05-09,42.0,57.0,50.0,550,1848
2018-05-10,41.0,55.0,48.0,549,1849
2018-05-11,37.0,54.0,46.0,549,1849
2018-05-12,36.0,54.0,45.0,548,1849
2018-05-13,34.0,53.0,44.0,548,1850
2018-05-14,36.0,52.0,44.0,547,1850
2018-05-15,39.0,52.0,46.0,547,1851
2018-05-16,36.0,52.0,44.0,547,1851
2018-05-17,38.0,50.0,44.0,546,1851
2018-05-18,37.0,54.0,46.0,546,1852
2018-05-19,41.0,59.0,50.0,546,1852
2018-05-20,40.0,59.0,50.0,545,1853
2018-05-21,42.0,55.0,49.0,545,1853
2018-05-22,41.0,59.0,50.0,545,1853
2018-05-23,43.0,61.0,52.0,545,1854
2018-05-24,46.0,66.0,56.0,544,1854
2018-05-25,47.0,62.0,55.0,544,1855
2018-05-26,47.0,64.0,56.0,544,1855
2018-05-27,45.0,60.0,53.0,544,1855
2018-05-28,41.0,58.0,50.0,544,1856
2018-05-29,44.0,50.0,47.0,543,1856
2018-05-30,43.0,60.0,52.0,543,1856
2018-05-31,45.0,65.0,55.0,543,1857
2018-06-01,47.0,58.0,53.0,543,1857
2018-06-02,45.0,63.0,54.0,543,1858
2018-06-03,46.0,65.0,56.0,543,1858
2018-06-04,46.0,64.0,55.0,543,1858
2018-06-05,44.0,59.0,52.0,543,1859
2018-06-06,39.0,53.0,46.0,543,1859
2018-06-07,40.0,57.0,49.0,543,1859
2018-06-08,38.0,56.0,47.0,543,1900
2018-06-09,41.0,59.0,50.0,543,1900
2018-06-10,40.0,57.0,49.0,543,1900
2018-06-11,39.0,57.0,48.0,543,1901
2018-06-12,38.0,52.0,45.0,543,1901
2018-06-13,39.0,53.0,46.0,543,1901
2018-06-14,38.0,55.0,47.0,544,1902
2018-06-15,40.0,53.0,47.0,544,1902
2018-06-16,37.0,55.0,46.0,544,1902
2018-06-17,43.0,59.0,51.0,544,1902
2018-06-18,44.0,58.0,51.0,544,1903
2018-06-19,42.0,59.0,51.0,544,1903
2018-06-20,45.0,61.0,53.0,545,1903
2018-06-21,44.0,59.0,52.0,545,1903
2018-06-22,44.0,60.0,52.0,545,1904
2018-06-23,44.0,61.0,53.0,545,1904
2018-06-24,42.0,60.0,51.0,545,1904
2018-06-25,40.0,57.0,49.0,546,1904
2018-06-26,40.0,57.0,49.0,546,1904
2018-06-27,39.0,60.0,50.0,546,1904
2018-06-28,42.0,60.0,51.0,546,1905
2018-06-29,39.0,55.0,47.0,547,1905
2018-06-30,41.0,58.0,50.0,547,1905
2018-07-01,40.0,52.0,46.0,547,1905
2018-07-02,40.0,48.0,44.0,548,1905
2018-07-03,39.0,52.0,46.0,548,1905
2018-07-04,40.0,54.0,47.0,548,1905
2018-07-05,39.0,63.0,51.0,549,1905
2018-07-06,41.0,60.0,51.0,549,1905
2018-07-07,39.0,55.0,47.0,549,1905
2018-07-08,39.0,53.0,46.0,550,1905
2018-07-09,36.0,50.0,43.0,550,1905
2018-07-10,37.0,56.0,47.0,550,1905
2018-07-11,43.0,59.0,51.0,551,1905
2018-07-12,45.0,57.0,51.0,551,1905
2018-07-13,45.0,61.0,53.0,551,1904
2018-07-14,42.0,55.0,49.0,552,1904
2018-07-15,42.0,54.0,48.0,552,1904
2018-07-16,41.0,63.0,52.0,553,1904
2018-07-17,44.0,62.0,53.0,553,1904
2018-07-18,42.0,59.0,51.0,553,1904
2018-07-19,41.0,58.0,50.0,554,1903
2018-07-20,40.0,59.0,50.0,554,1903
2018-07-21,45.0,61.0,53.0,554,1903
2018-07-22,44.0,63.0,54.0,555,1902
2018-07-23,45.0,61.0,53.0,555,1902
2018-07-24,43.0,58.0,51.0,556,1902
2018-07-25,42.0,57.0,50.0,556,1901
2018-07-26,43.0,56.0,50.0,556,1901
2018-07-27,43.0,59.0,51.0,557,1901
2018-07-28,44.0,61.0,53.0,557,1900
2018-07-29,47.0,58.0,53.0,557,1900
2018-07-30,42.0,55.0,49.0,558,1859
2018-07-31,40.0,59.0,50.0,558,1859
2018-08-01,40.0,60.0,50.0,558,1859
2018-08-02,38.0,56.0,47.0,559,1858
2018-08-03,40.0,57.0,49.0,559,1858
2018-08-04,41.0,61.0,51.0,559,1857
2018-08-05,45.0,65.0,55.0,600,1857
2018-08-06,46.0,65.0,56.0,600,1856
2018-08-07,46.0,64.0,55.0,600,1855
2018-08-08,44.0,54.0,49.0,601,1855
2018-08-09,45.0,58.0,52.0,601,1854
2018-08-10,41.0,56.0,49.0,601,1854
2018-08-11,40.0,57.0,49.0,602,1853
2018-08-12,40.0,60.0,50.0,602,1852
2018-08-13,42.0,58.0,50.0,602,1852
2018-08-14,39.0,55.0,47.0,603,1851
2018-08-15,40.0,55.0,48.0,603,1850
2018-08-16,40.0,53.0,47.0,603,1850
2018-08-17,40.0,54.0,47.0,603,1849
2018-08-18,41.0,60.0,51.0,604,1848
2018-08-19,41.0,58.0,50.0,604,1848
2018-08-20,41.0,58.0,50.0,604,1847
2018-08-21,41.0,58.0,50.0,604,1846
2018-08-22,42.0,51.0,47.0,605,1845
2018-08-23,44.0,48.0,46.0,605,1845
2018-08-24,45.0,54.0,50.0,605,1844
2018-08-25,44.0,55.0,50.0,605,1843
2018-08-26,43.0,49.0,46.0,606,1842
2018-08-27,42.0,49.0,46.0,606,1841
2018-08-28,40.0,50.0,45.0,606,1841
2018-08-29,42.0,54.0,48.0,606,1840
2018-08-30,40.0,54.0,47.0,607,1839
2018-08-31,38.0,54.0,46.0,607,1838
2018-09-01,39.0,55.0,47.0,607,1837
2018-09-02,40.0,56.0,48.0,607,1836
2018-09-03,41.0,58.0,50.0,607,1836
2018-09-04,39.0,59.0,49.0,608,1835
2018-09-05,40.0,59.0,50.0,608,1834
2018-09-06,37.0,55.0,46.0,608,1833
2018-09-07,38.0,53.0,46.0,608,1832
2018-09-08,38.0,53.0,46.0,608,1831
2018-09-09,39.0,54.0,47.0,609,1830
2018-09-10,37.0,56.0,47.0,609,1829
2018-09-11,41.0,58.0,50.0,609,1828
2018-09-12,42.0,52.0,47.0,609,1828
2018-09-13,40.0,51.0,46.0,609,1827
2018-09-14,36.0,55.0,46.0,610,1826
2018-09-15,39.0,54.0,47.0,610,1825
2018-09-16,39.0,56.0,48.0,610,1824
2018-09-17,41.0,57.0,49.0,610,1823
2018-09-18,40.0,54.0,47.0,610,1822
2018-09-19,43.0,57.0,50.0,611,1821
2018-09-20,41.0,57.0,49.0,611,1820
2018-09-21,42.0,60.0,51.0,611,1819
2018-09-22,44.0,63.0,54.0,611,1819
2018-09-23,46.0,61.0,54.0,611,1818
2018-09-24,41.0,60.0,51.0,612,1817
2018-09-25,41.0,56.0,49.0,612,1816
2018-09-26,40.0,54.0,47.0,612,1815
2018-09-27,40.0,56.0,48.0,612,1814
2018-09-28,43.0,59.0,51.0,612,1813
2018-09-29,43.0,61.0,52.0,613,1812
2018-09-30,43.0,62.0,53.0,613,1811
2018-10-01,40.0,63.0,52.0,613,1811
2018-10-02,41.0,56.0,49.0,613,1810
2018-10-03,40.0,59.0,50.0,614,1809
2018-10-04,43.0,58.0,51.0,614,1808
2018-10-05,42.0,56.0,49.0,614,1807
2018-10-06,40.0,51.0,46.0,614,1806
2018-10-07,42.0,51.0,47.0,615,1805
2018-10-08,42.0,52.0,47.0,615,1805
2018-10-09,40.0,52.0,46.0,615,1804
2018-10-10,39.0,51.0,45.0,615,1803
2018-10-11,39.0,53.0,46.0,616,1802
2018-10-12,38.0,54.0,46.0,616,1801
2018-10-13,41.0,54.0,48.0,616,1801
2018-10-14,39.0,56.0,48.0,616,1800
2018-10-15,38.0,52.0,45.0,617,1759
2018-10-16,40.0,55.0,48.0,617,1758
2018-10-17,37.0,52.0,45.0,617,1758
2018-10-18,37.0,51.0,44.0,618,1757
2018-10-20,38.0,48.0,43.0,618,1755
2018-10-21,36.0,47.0,42.0,619,1755
2018-10-22,35.0,52.0,44.0,619,1754
2018-10-23,37.0,52.0,45.0,620,1753
2018-10-24,40.0,54.0,47.0,620,1753
2018-10-25,38.0,56.0,47.0,620,1752
2018-10-26,37.0,53.0,45.0,621,1752
2018-10-27,38.0,52.0,45.0,621,1751
2018-10-28,41.0,52.0,47.0,622,1750
2018-10-29,38.0,53.0,46.0,622,1750
2018-10-30,44.0,53.0,49.0,622,1749
2018-10-31,43.0,55.0,49.0,623,1749
2018-11-01,41.0,57.0,49.0,623,1748
2018-11-02,35.0,52.0,44.0,624,1748
2018-11-03,34.0,46.0,40.0,624,1747
2018-11-04,33.0,46.0,40.0,625,1747
2018-11-05,35.0,51.0,43.0,625,1746
2018-11-06,32.0,48.0,40.0,626,1746
2018-11-07,35.0,48.0,42.0,626,1746
2018-11-08,33.0,51.0,42.0,627,1745
2018-11-09,37.0,52.0,45.0,627,1745
2018-11-10,39.0,53.0,46.0,628,1745
2018-11-11,34.0,52.0,43.0,628,1744
2018-11-12,33.0,56.0,45.0,629,1744
2018-11-13,37.0,55.0,46.0,629,1744
2018-11-14,38.0,56.0,47.0,630,1743
2018-11-15,38.0,53.0,46.0,630,1743
2018-11-16,40.0,52.0,46.0,631,1743
2018-11-17,40.0,52.0,46.0,632,1743
2018-11-18,37.0,51.0,44.0,632,1743
2018-11-19,35.0,51.0,43.0,633,1743
2018-11-20,35.0,54.0,45.0,633,1742
2018-11-21,34.0,54.0,44.0,634,1742
2018-11-22,32.0,50.0,41.0,635,1742
2018-11-23,33.0,51.0,42.0,635,1742
2018-11-24,41.0,54.0,48.0,636,1742
2018-11-25,38.0,57.0,48.0,636,1742
2018-11-26,41.0,56.0,49.0,637,1742
2018-11-27,40.0,57.0,49.0,638,1742
2018-11-28,42.0,56.0,49.0,638,1742
2018-11-29,38.0,57.0,48.0,639,1742
2018-11-30,38.0,52.0,45.0,640,1742
2018-12-01,36.0,52.0,44.0,640,1743
2018-12-02,33.0,51.0,42.0,641,1743
2018-12-03,36.0,53.0,45.0,641,1743
2018-12-04,39.0,56.0,48.0,642,1743
2018-12-05,36.0,53.0,45.0,643,1743
2018-12-06,36.0,52.0,44.0,643,1743
2018-12-07,37.0,53.0,45.0,644,1744
2018-12-08,34.0,53.0,44.0,645,1744
2018-12-09,36.0,53.0,45.0,645,1744
2018-12-10,36.0,55.0,46.0,646,1745
2018-12-11,38.0,56.0,47.0,646,1745
2018-12-12,39.0,54.0,47.0,647,1745
2018-12-13,36.0,54.0,45.0,648,1746
2018-12-14,36.0,56.0,46.0,648,1746
2018-12-15,40.0,53.0,47.0,649,1746
2018-12-16,40.0,57.0,49.0,649,1747
2018-12-17,42.0,60.0,51.0,650,1747
2018-12-18,35.0,51.0,43.0,650,1748
2018-12-19,32.0,51.0,42.0,651,1748
2018-12-20,37.0,58.0,48.0,651,1749
2018-12-21,42.0,57.0,50.0,652,1749
2018-12-22,40.0,54.0,47.0,652,1750
2018-12-23,39.0,55.0,47.0,653,1750
2018-12-24,36.0,52.0,44.0,653,1751
2018-12-25,36.0,48.0,42.0,654,1751
2018-12-26,35.0,45.0,40.0,654,1752
2018-12-27,33.0,44.0,39.0,655,1752
2018-12-28,33.0,47.0,40.0,655,1753
2018-12-29,36.0,47.0,42.0,655,1753
2018-12-30,39.0,52.0,46.0,656,1754
